,robot_speed,robot_speed_kmh,simulation_duration,generation,robot_0_start,robot_0_end,robot_1_start,robot_1_end,robot_2_start,robot_2_end,robot_3_start,robot_3_end,robot_4_start,robot_4_end,robot_5_start,robot_5_end,robot_6_start,robot_6_end,robot_7_start,robot_7_end,delivery_rate_comb_std,utilization_rate_comb_std,num_risks_comb_std,robot_8_start,robot_8_end,robot_9_start,robot_9_end,num_risks,num_delivered,utilization_rate,delivery_rate,num_risks_std,num_delivered_std,utilization_rate_std,delivery_rate_std,simulations,num_delivered_0,utilization_rate_0,delivery_rate_0,num_risks_0,unique_id_0,seed_0,requests_per_hour_0,execution_time_0,num_delivered_1,utilization_rate_1,delivery_rate_1,num_risks_1,unique_id_1,seed_1,requests_per_hour_1,execution_time_1,num_delivered_2,utilization_rate_2,delivery_rate_2,num_risks_2,unique_id_2,seed_2,requests_per_hour_2,execution_time_2,num_delivered_3,utilization_rate_3,delivery_rate_3,num_risks_3,unique_id_3,seed_3,requests_per_hour_3,execution_time_3,num_delivered_4,utilization_rate_4,delivery_rate_4,num_risks_4,unique_id_4,seed_4,requests_per_hour_4,execution_time_4,sequential_execution_time,execution_time
0,65,6.5,5,0,12,14,12,14,9,11,12,14,9,10,11,13,9,11,12,14,0.2378704769682475,0.9450669913763681,10.264582060213002,0,0,0,0,8.56,12.36,0.9578958333333333,0.2472,0.8522910301065005,0.23323807579381198,0.006414420978482593,0.004664761515876245,5,12.6,0.9588368055555554,0.252,8.0,0,507243782939,50,197.51423978805542,12.2,0.9698958333333332,0.244,9.0,1,773011093847,50,172.973548412323,12.6,0.9553124999999998,0.252,9.0,2,547683245187,50,192.88032293319702,12.4,0.9522048611111109,0.248,9.6,3,640395380422,50,197.65325546264648,12.0,0.9532291666666666,0.24,7.2,4,879040384379,50,210.48815274238586,971.5095193386078,210.9333312511444
1,106,10.6,5,0,9,13,10,13,10,14,11,12,10,12,9,11,10,14,11,13,0.42144156877825156,0.9481140511138088,17.81545092761196,9,10,0,0,14.959999999999999,21.48,0.969099794238683,0.42960000000000004,1.4277254638059798,0.2039607805437122,0.010492871562437108,0.004079215610874231,5,21.4,0.9727880658436212,0.428,12.8,5,507243782939,50,183.05186676979065,21.8,0.9810699588477365,0.436,16.6,6,773011093847,50,166.64302396774292,21.4,0.954182098765432,0.428,15.6,7,547683245187,50,197.11698579788208,21.2,0.9594881687242798,0.424,16.0,8,640395380422,50,205.05784344673157,21.6,0.9779706790123455,0.432,13.8,9,879040384379,50,165.25977873802185,917.1294987201691,205.21564364433289
2,24,2.4,5,0,10,14,9,13,11,14,11,13,9,12,9,10,9,13,12,14,0.2714424492346408,0.9276082548458029,12.140569039876752,12,14,0,0,9.68,14.16,0.9484552469135803,0.2832,1.2302845199383758,0.2939387691339816,0.010423496033888705,0.005878775382679611,5,14.4,0.9557793209876544,0.288,9.8,10,507243782939,50,249.80178332328796,14.2,0.9526517489711933,0.284,8.0,11,773011093847,50,277.25963592529297,14.4,0.9277417695473251,0.288,11.2,12,547683245187,50,313.04248547554016,13.6,0.9524639917695471,0.272,10.8,13,640395380422,50,276.7888066768646,14.2,0.9536394032921811,0.284,8.6,14,879040384379,50,276.20956230163574,1393.1022737026215,313.3094940185547
3,158,15.8,5,0,10,14,12,14,12,14,10,13,12,13,11,14,12,14,11,13,0.376,0.9596021718713769,17.235068057235612,0,0,0,0,14.48,18.96,0.970611111111111,0.3792,1.3775340286178053,0.07999999999999971,0.005504469619867054,0.0016000000000000014,5,19.0,0.9665277777777777,0.38,15.6,15,507243782939,50,118.38208556175232,18.8,0.9803616898148148,0.376,15.2,16,773011093847,50,103.85128355026245,19.0,0.9647193287037036,0.38,12.2,17,547683245187,50,117.52696442604065,19.0,0.9691406249999999,0.38,13.6,18,640395380422,50,114.78111958503723,19.0,0.9723061342592592,0.38,15.8,19,879040384379,50,111.07747769355774,565.6189308166504,118.39010381698608
4,42,4.2,5,0,9,10,9,12,10,13,11,12,11,14,10,13,0,0,0,0,0.1932133481811617,0.9256250047946313,9.024760514424008,0,0,0,0,7.720000000000001,9.959999999999999,0.9616358024691358,0.1992,0.6523802572120037,0.14966629547095714,0.018005398837252294,0.002993325909419147,5,9.8,0.9607561728395062,0.196,7.6,20,507243782939,50,185.02629613876343,10.0,0.977037037037037,0.2,8.0,21,773011093847,50,155.88402652740479,10.0,0.9722376543209877,0.2,7.8,22,547683245187,50,156.10085082054138,9.8,0.9272222222222221,0.196,6.6,23,640395380422,50,229.1510808467865,10.2,0.9709259259259261,0.204,8.6,24,879040384379,50,176.4302098751068,902.5924642086029,229.31392192840576
5,164,16.4,5,0,11,14,12,14,11,14,11,13,12,14,10,14,12,13,10,14,0.556,0.9590261041950228,25.172456045412456,10,14,10,13,21.119999999999997,27.96,0.9652930555555554,0.5592,2.02622802270623,0.07999999999999971,0.0031334756802663304,0.0016000000000000014,5,28.0,0.9628773148148146,0.56,21.2,25,507243782939,50,148.61208057403564,27.8,0.9607152777777775,0.556,20.2,26,773011093847,50,153.90901494026184,28.0,0.9660694444444443,0.56,25.0,27,547683245187,50,149.92752957344055,28.0,0.9694907407407406,0.56,19.6,28,640395380422,50,144.20075058937073,28.0,0.9673124999999999,0.56,19.6,29,879040384379,50,148.4976372718811,745.1470129489899,154.21680355072021
6,23,2.3,5,0,10,12,9,13,10,12,12,14,9,13,11,12,11,14,12,14,0.2451269917744208,0.8951681175110295,12.889764535257111,9,13,0,0,9.279999999999998,13.079999999999998,0.9319166666666666,0.2616,1.8048822676285563,0.4118252056394801,0.01837427457781854,0.008236504112789608,5,13.2,0.9543878600823044,0.264,9.8,30,507243782939,50,266.9896705150604,12.6,0.9067849794238683,0.252,9.6,31,773011093847,50,379.9895598888397,13.6,0.9437268518518517,0.272,7.0,32,547683245187,50,257.5724024772644,13.4,0.9409465020576131,0.268,12.2,33,640395380422,50,258.5554189682007,12.6,0.9137371399176956,0.252,7.8,34,879040384379,50,333.33686208724976,1496.443913936615,379.9966983795166
7,19,1.9,5,0,9,12,11,14,10,12,9,10,10,14,10,14,9,10,11,14,0.2308133481811617,0.9363394157043498,9.406962651593833,12,14,0,0,7.68,11.84,0.9505529835390947,0.23679999999999998,0.8634813257969163,0.1496662954709577,0.007106783917372443,0.002993325909419147,5,11.8,0.9386959876543209,0.236,7.2,35,507243782939,50,289.79784870147705,11.6,0.9497813786008229,0.232,6.6,36,773011093847,50,278.951646566391,12.0,0.9485802469135803,0.24,8.8,37,547683245187,50,281.61323642730713,11.8,0.9585082304526747,0.236,7.2,38,640395380422,50,285.8487937450409,12.0,0.9571990740740739,0.24,8.6,39,879040384379,50,255.6659505367279,1391.877475976944,289.8095018863678
8,77,7.7,5,0,11,14,9,11,9,12,11,13,10,13,9,10,11,14,12,14,0.35424156877825147,0.9516105140669159,16.082663710269834,12,14,0,0,14.88,18.12,0.9640452674897118,0.36239999999999994,0.6013318551349163,0.20396078054371067,0.006217376711397939,0.004079215610874232,5,18.2,0.9680298353909463,0.364,14.0,40,507243782939,50,186.3456256389618,18.0,0.9576183127572016,0.36,15.4,41,773011093847,50,206.43848490715027,18.2,0.9727777777777776,0.364,15.6,42,547683245187,50,179.324857711792,18.4,0.9653755144032922,0.368,14.4,43,640395380422,50,186.34120059013367,17.8,0.9564248971193415,0.356,15.0,44,879040384379,50,215.3010380268097,973.7512068748474,215.4824936389923
9,25,2.5,5,0,12,14,10,13,9,10,10,13,12,14,11,14,9,12,12,14,0.28356221040720686,0.9493792150931754,11.059846144741755,10,14,12,14,9.760000000000002,14.919999999999998,0.9620574074074074,0.2984,0.6499230723708769,0.3709447398198281,0.006339096157116038,0.00741889479639657,5,14.8,0.9700648148148148,0.296,9.8,45,507243782939,50,234.9888117313385,14.6,0.9552060185185185,0.292,10.6,46,773011093847,50,274.3251826763153,15.0,0.9556273148148147,0.3,10.0,47,547683245187,50,274.76544713974,15.6,0.9688541666666666,0.312,9.8,48,640395380422,50,233.80015683174133,14.6,0.9605347222222221,0.292,8.6,49,879040384379,50,263.55827832221985,1281.437876701355,275.0505907535553
