,robot_speed,robot_speed_kmh,simulation_duration,generation,robot_0_start,robot_0_end,robot_1_start,robot_1_end,robot_2_start,robot_2_end,robot_3_start,robot_3_end,robot_4_start,robot_4_end,robot_5_start,robot_5_end,robot_6_start,robot_6_end,robot_7_start,robot_7_end,robot_8_start,robot_8_end,robot_9_start,robot_9_end,num_risks,num_delivered,utilization_rate,delivery_rate,num_risks_std,num_delivered_std,utilization_rate_std,delivery_rate_std,simulations,num_delivered_0,utilization_rate_0,delivery_rate_0,num_risks_0,unique_id_0,seed_0,requests_per_hour_0,execution_time_0,num_delivered_1,utilization_rate_1,delivery_rate_1,num_risks_1,unique_id_1,seed_1,requests_per_hour_1,execution_time_1,num_delivered_2,utilization_rate_2,delivery_rate_2,num_risks_2,unique_id_2,seed_2,requests_per_hour_2,execution_time_2,num_delivered_3,utilization_rate_3,delivery_rate_3,num_risks_3,unique_id_3,seed_3,requests_per_hour_3,execution_time_3,num_delivered_4,utilization_rate_4,delivery_rate_4,num_risks_4,unique_id_4,seed_4,requests_per_hour_4,execution_time_4,sequential_execution_time,execution_time
0,194,19.4,12,0,12,21,11,17,14,15,10,17,11,17,11,15,15,21,15,21,14,19,9,10,16.733333333333334,21.716666666666665,0.9668548324514991,0.21716666666666667,1.34412301024373,0.15456030825826206,0.002498135213651275,0.0015456030825826213,5,21.5,0.9660542768959433,0.215,18.833333333333332,0,212399885001,100,1211.38614320755,21.916666666666668,0.9704046957671956,0.21916666666666668,15.666666666666666,1,374988376638,100,1028.5955991744995,21.75,0.9690463624338624,0.2175,17.833333333333332,2,431053971709,100,1135.301285982132,21.833333333333332,0.9636944003527335,0.21833333333333332,15.666666666666666,3,208572859484,100,1144.9125049114227,21.583333333333332,0.96507442680776,0.21583333333333332,15.666666666666666,4,847390121387,100,1237.7472467422485,5757.942780017853,1238.18594288826
1,86,8.6,12,0,13,16,18,21,16,19,9,18,11,13,16,19,10,21,12,21,12,16,18,21,14.216666666666665,18.533333333333335,0.9746871632996632,0.18533333333333335,1.0783217413081208,0.11303883305208788,0.0036405504072393644,0.0011303883305208795,5,18.416666666666668,0.9759182800224465,0.18416666666666667,15.25,5,212399885001,100,1095.0824055671692,18.666666666666668,0.9718828563411896,0.18666666666666668,13.25,6,374988376638,100,1139.0594325065613,18.416666666666668,0.9806397306397304,0.18416666666666667,15.5,7,431053971709,100,1022.0730466842651,18.666666666666668,0.9749332210998878,0.18666666666666668,12.75,8,208572859484,100,1042.7731428146362,18.5,0.9700617283950616,0.185,14.333333333333334,9,847390121387,100,1136.1640222072601,5435.152049779892,1139.3095090389252
2,167,16.7,12,0,13,18,16,21,19,21,16,21,9,13,18,19,17,21,16,17,14,20,10,20,14.766666666666666,17.95,0.9704058333333332,0.1795,1.168332144554792,0.10000000000000024,0.002272358778986951,0.0009999999999999972,5,17.833333333333332,0.970435185185185,0.17833333333333334,15.083333333333334,10,212399885001,100,1043.7268154621124,18.083333333333332,0.9733374999999999,0.18083333333333335,14.666666666666666,11,374988376638,100,831.1782972812653,17.833333333333332,0.9699800925925925,0.17833333333333334,15.666666666666666,12,431053971709,100,1063.5984721183777,18.0,0.966508796296296,0.18,12.583333333333334,13,208572859484,100,1194.3452162742615,18.0,0.9717675925925924,0.18,15.833333333333334,14,847390121387,100,1008.023017168045,5140.871818304062,1194.640519618988
3,58,5.8,12,0,18,21,12,14,12,15,19,21,17,18,16,17,12,19,13,21,17,21,16,21,9.316666666666666,11.933333333333334,0.966724914021164,0.11933333333333333,0.370435179514881,0.16996731711975943,0.0061024369331068315,0.0016996731711975996,5,12.083333333333334,0.965802017195767,0.12083333333333333,9.0,15,212399885001,100,1012.9696047306061,12.166666666666666,0.9775344576719576,0.12166666666666667,9.416666666666666,16,374988376638,100,914.2038791179657,11.75,0.9646966600529099,0.1175,10.0,17,431053971709,100,1104.2681014537811,11.75,0.958702447089947,0.1175,9.083333333333334,18,208572859484,100,1193.835425376892,11.916666666666666,0.9668889880952382,0.11916666666666667,9.083333333333334,19,847390121387,100,946.4348578453064,5171.711868524551,1194.1317429542542
4,84,8.4,12,0,14,20,14,16,19,21,19,21,16,21,14,16,16,21,10,11,14,21,0,0,9.083333333333332,11.733333333333333,0.9670775720164606,0.11733333333333333,0.8283182426526121,0.14337208778404376,0.004079815423892888,0.0014337208778404367,5,11.916666666666666,0.9716887125220457,0.11916666666666667,8.833333333333334,20,212399885001,100,903.5938947200775,11.833333333333334,0.9694741328630214,0.11833333333333333,10.083333333333334,21,374988376638,100,1115.8157551288605,11.5,0.9635051440329216,0.115,9.833333333333334,22,431053971709,100,1097.7772789001465,11.75,0.9610266019988241,0.1175,7.75,23,208572859484,100,1261.4214193820953,11.666666666666666,0.9696932686654907,0.11666666666666667,8.916666666666666,24,847390121387,100,1062.5659520626068,5441.174300193787,1261.8401765823364
5,19,1.9,12,0,18,21,16,17,9,14,19,21,13,21,9,19,12,14,9,19,0,0,0,0,5.9,8.350000000000001,0.9644759259259258,0.08349999999999999,0.8730533902472527,0.23804761428476165,0.014600366003346686,0.0023804761428476142,5,8.333333333333334,0.9666255787037037,0.08333333333333333,4.666666666666667,25,212399885001,100,1133.718338727951,8.333333333333334,0.9761652199074073,0.08333333333333333,7.083333333333333,26,374988376638,100,976.9787321090698,8.0,0.9818509837962961,0.08,6.583333333333333,27,431053971709,100,1006.4813253879547,8.75,0.9406365740740739,0.0875,5.25,28,208572859484,100,1286.1453521251678,8.333333333333334,0.957101273148148,0.08333333333333333,5.916666666666667,29,847390121387,100,1319.1513493061066,5722.47509765625,1319.640991449356
6,57,5.7,12,0,11,16,17,21,14,16,9,10,11,13,9,14,13,21,16,20,9,18,0,0,9.866666666666667,13.066666666666668,0.9615538923182442,0.13066666666666668,0.870185165480441,0.23213980461973568,0.007338461609417181,0.00232139804619735,5,13.083333333333334,0.9719367283950616,0.13083333333333333,11.333333333333334,30,212399885001,100,1339.6652398109436,13.333333333333334,0.9605631858710564,0.13333333333333333,8.75,31,374988376638,100,1328.4375443458557,12.666666666666666,0.9492919238683127,0.12666666666666668,9.333333333333334,32,431053971709,100,1491.3175921440125,13.25,0.961255829903978,0.1325,10.166666666666666,33,208572859484,100,1402.623714208603,13.0,0.9647217935528118,0.13,9.75,34,847390121387,100,1334.71351480484,6896.757605314255,1491.6134498119354
7,49,4.9,12,0,18,19,12,21,15,21,15,17,9,18,13,19,18,21,9,11,17,21,11,21,13.266666666666666,16.333333333333336,0.9777453086419751,0.16333333333333333,1.1825114516711175,0.13944333775567896,0.00533457439014065,0.0013944333775567982,5,16.416666666666668,0.9759439814814813,0.16416666666666666,14.166666666666666,35,212399885001,100,1210.777161359787,16.5,0.983826697530864,0.165,11.75,36,374988376638,100,1092.5829961299896,16.166666666666668,0.9683436728395061,0.16166666666666665,14.5,37,431053971709,100,1202.1544423103333,16.416666666666668,0.9808325617283951,0.16416666666666666,14.0,38,208572859484,100,1039.7623896598816,16.166666666666668,0.9797796296296294,0.16166666666666665,11.916666666666666,39,847390121387,100,1187.243014574051,5732.520004034042,1210.7825200557709
8,84,8.4,12,0,10,16,17,19,18,21,14,17,16,21,17,21,10,14,15,19,18,19,14,18,11.066666666666666,13.15,0.9660507407407406,0.1315,0.8746427842267953,0.11055415967851341,0.0037429967711089646,0.0011055415967851313,5,13.083333333333334,0.9715527777777776,0.13083333333333333,12.0,40,212399885001,100,1084.271161556244,13.166666666666666,0.968336574074074,0.13166666666666665,11.25,41,374988376638,100,1150.472007036209,13.0,0.9604671296296295,0.13,11.5,42,431053971709,100,1239.741759300232,13.333333333333334,0.9656365740740741,0.13333333333333333,9.416666666666666,43,208572859484,100,1028.4169335365295,13.166666666666666,0.9642606481481479,0.13166666666666665,11.166666666666666,44,847390121387,100,1085.6627683639526,5588.564629793167,1240.0115201473236
9,171,17.1,12,0,11,18,10,18,15,21,11,13,10,11,16,21,15,16,19,21,15,21,17,21,13.51666666666667,17.566666666666666,0.9668716269841268,0.17566666666666664,0.7195677714974302,0.062360956446232615,0.004486665357113747,0.000623609564462329,5,17.583333333333332,0.97161875,0.17583333333333334,13.0,45,212399885001,100,1043.299393415451,17.583333333333332,0.9729265211640209,0.17583333333333334,14.083333333333334,46,374988376638,100,1138.382675409317,17.5,0.9644712962962961,0.175,14.5,47,431053971709,100,1104.2615933418274,17.666666666666668,0.963116964285714,0.17666666666666667,12.5,48,208572859484,100,1102.7923204898834,17.5,0.962224603174603,0.175,13.5,49,847390121387,100,1256.1874911785126,5644.9234738349915,1256.4964225292206
