,robot_speed,robot_speed_kmh,simulation_duration,generation,robot_0_start,robot_0_end,robot_1_start,robot_1_end,robot_2_start,robot_2_end,robot_3_start,robot_3_end,robot_4_start,robot_4_end,robot_5_start,robot_5_end,delivery_rate_comb_std,utilization_rate_comb_std,num_risks_comb_std,robot_6_start,robot_6_end,robot_7_start,robot_7_end,robot_8_start,robot_8_end,robot_9_start,robot_9_end,num_risks,num_delivered,utilization_rate,delivery_rate,num_risks_std,num_delivered_std,utilization_rate_std,delivery_rate_std,simulations,num_delivered_0,utilization_rate_0,delivery_rate_0,num_risks_0,unique_id_0,seed_0,requests_per_hour_0,execution_time_0,num_delivered_1,utilization_rate_1,delivery_rate_1,num_risks_1,unique_id_1,seed_1,requests_per_hour_1,execution_time_1,num_delivered_2,utilization_rate_2,delivery_rate_2,num_risks_2,unique_id_2,seed_2,requests_per_hour_2,execution_time_2,num_delivered_3,utilization_rate_3,delivery_rate_3,num_risks_3,unique_id_3,seed_3,requests_per_hour_3,execution_time_3,num_delivered_4,utilization_rate_4,delivery_rate_4,num_risks_4,unique_id_4,seed_4,requests_per_hour_4,execution_time_4,sequential_execution_time,execution_time
0,54,5.4,5,0,10,12,11,12,9,13,10,14,12,13,11,14,0.22552078438912576,0.9518969662960787,9.905875308175542,0,0,0,0,0,0,0,0,9.120000000000001,11.48,0.9626836419753084,0.22959999999999997,0.7858753081755403,0.20396078054371172,0.010786675679229796,0.0040792156108742225,5,11.4,0.9475270061728391,0.228,9.4,0,875543259214,50,144.65132451057434,11.8,0.976304012345679,0.236,10.4,1,479195454739,50,133.17266869544983,11.4,0.9723341049382714,0.228,9.2,2,556916935260,50,143.1807723045349,11.6,0.954128086419753,0.232,8.2,3,955749614914,50,143.18453121185303,11.2,0.9631249999999999,0.224,8.4,4,475558383901,50,150.2136266231537,714.4029233455658,151.1330099105835
1,187,18.7,5,0,9,10,10,13,9,11,11,14,10,14,11,14,0.4192,0.9449043683419465,18.541897594662817,11,13,11,14,0,0,0,0,16.96,21.04,0.9554658564814813,0.4208,1.581897594662815,0.07999999999999971,0.01056148813953489,0.0016000000000000014,5,21.0,0.9416724537037036,0.42,14.6,5,875543259214,50,181.89532470703125,21.0,0.9595196759259259,0.42,16.2,6,479195454739,50,165.1870470046997,21.0,0.9527401620370369,0.42,19.0,7,556916935260,50,170.28238582611084,21.0,0.950167824074074,0.42,16.6,8,955749614914,50,169.99716973304749,21.2,0.9732291666666665,0.424,18.4,9,475558383901,50,127.04772686958313,814.4096541404724,182.2657299041748
2,191,19.1,5,0,9,13,9,12,10,13,12,13,9,11,9,11,0.49920000000000003,0.9455362614536101,20.808558349046713,9,12,11,13,10,13,12,14,18.0,25.04,0.9491787037037037,0.5008,2.808558349046714,0.07999999999999972,0.003642442250093633,0.0016000000000000014,5,25.0,0.9541319444444444,0.5,17.6,10,875543259214,50,202.69353413581848,25.0,0.9456828703703704,0.5,16.8,11,479195454739,50,212.13588643074036,25.0,0.9508981481481481,0.5,22.8,12,556916935260,50,215.46093940734863,25.2,0.9443055555555556,0.504,14.2,13,955749614914,50,197.73713326454163,25.0,0.9508749999999999,0.5,18.6,14,475558383901,50,214.52297854423523,1042.5504717826843,215.59462189674377
3,167,16.7,5,0,11,12,10,12,10,11,10,12,11,14,12,14,0.34,0.957038393987955,13.920444389588305,9,10,10,12,10,13,0,0,12.120000000000001,17.0,0.9629022633744855,0.34,1.8004443895883038,0.0,0.005863869386530442,0.0,5,17.0,0.9669958847736623,0.34,13.2,15,875543259214,50,185.5661838054657,17.0,0.9580915637860081,0.34,10.6,16,479195454739,50,212.5227611064911,17.0,0.955514403292181,0.34,12.6,17,556916935260,50,216.27187275886536,17.0,0.9622325102880657,0.34,9.6,18,955749614914,50,210.1038966178894,17.0,0.9716769547325101,0.34,14.6,19,475558383901,50,182.13955450057983,1006.6042687892914,216.27600598335266
4,60,6.0,5,0,10,14,12,14,12,14,11,13,10,14,10,14,0.277918139786366,0.9535273542341047,14.187235698318771,0,0,0,0,0,0,0,0,12.0,14.239999999999998,0.9603402777777778,0.28480000000000005,2.1872356983187706,0.34409301068170517,0.00681292354367299,0.006881860213634085,5,13.8,0.9618749999999999,0.276,14.4,20,875543259214,50,186.81599116325378,14.2,0.9519212962962963,0.284,8.8,21,479195454739,50,203.6965811252594,14.8,0.9665624999999999,0.296,13.4,22,556916935260,50,169.95611476898193,14.4,0.9684143518518518,0.288,10.0,23,955749614914,50,161.46668028831482,14.0,0.9529282407407407,0.28,13.4,24,475558383901,50,193.07932448387146,915.0146918296814,203.8453266620636
5,110,11.0,5,0,12,14,9,11,10,12,10,13,9,13,10,14,0.4979181397863659,0.9582832536569181,20.57988763690296,11,14,10,12,11,14,12,14,18.8,25.240000000000002,0.9650689814814815,0.5048,1.7798876369029597,0.344093010681705,0.006785727824563379,0.006881860213634108,5,25.2,0.965900462962963,0.504,18.2,25,875543259214,50,250.707622051239,24.8,0.9526273148148148,0.496,19.8,26,479195454739,50,288.71353793144226,25.4,0.9714189814814814,0.508,19.8,27,556916935260,50,238.57068157196045,25.8,0.9709074074074074,0.516,15.6,28,955749614914,50,218.99384260177612,25.0,0.9644907407407407,0.5,20.6,29,475558383901,50,252.79685616493225,1249.78254032135,288.7179157733917
6,24,2.4,5,0,10,13,9,12,9,13,9,12,10,13,10,11,0.1992808164115469,0.9536465250268161,8.948845687959338,10,11,0,0,0,0,0,0,7.519999999999999,10.16,0.9596646825396824,0.2032,1.4288456879593399,0.19595917942265398,0.00601815751286624,0.0039191835884530785,5,10.4,0.9664715608465607,0.208,8.2,30,875543259214,50,192.92584013938904,10.2,0.9671924603174603,0.204,6.4,31,479195454739,50,183.65763521194458,9.8,0.9532771164021163,0.196,8.2,32,556916935260,50,200.98417925834656,10.2,0.9540013227513227,0.204,5.4,33,955749614914,50,207.74959993362427,10.2,0.9573809523809523,0.204,9.4,34,475558383901,50,189.9820590019226,975.299313545227,207.98697757720947
7,102,10.2,5,0,9,10,11,13,11,12,11,12,10,14,12,14,0.1975207843891258,0.9413078192819546,8.728931135696197,0,0,0,0,0,0,0,0,7.56,10.080000000000002,0.9577222222222221,0.2016,1.1689311356961964,0.20396078054371122,0.01641440294026752,0.00407921561087422,5,9.8,0.9336226851851849,0.196,8.2,35,875543259214,50,205.66534209251404,10.4,0.982037037037037,0.208,7.8,36,479195454739,50,132.72975540161133,10.0,0.9674074074074074,0.2,9.2,37,556916935260,50,159.9381628036499,10.2,0.9487499999999999,0.204,5.8,38,955749614914,50,180.6879847049713,10.0,0.9567939814814812,0.2,6.8,39,475558383901,50,161.56374788284302,840.5849928855896,205.6706302165985
8,113,11.3,5,0,10,12,9,13,11,14,10,13,9,11,12,13,0.2776,0.9606636130230545,12.981484602958924,0,0,0,0,0,0,0,0,10.959999999999999,13.959999999999999,0.9657770061728395,0.2792,2.0214846029589246,0.07999999999999971,0.005113393149784956,0.0016000000000000014,5,13.8,0.9579089506172839,0.276,14.4,40,875543259214,50,177.68603610992432,14.0,0.9709220679012346,0.28,11.0,41,479195454739,50,170.43688678741455,14.0,0.9716589506172838,0.28,10.0,42,556916935260,50,166.59427428245544,14.0,0.9653742283950617,0.28,8.2,43,955749614914,50,180.523579120636,14.0,0.9630208333333332,0.28,11.2,44,475558383901,50,171.5087685585022,866.7495448589325,180.6835675239563
9,23,2.3,5,0,11,12,12,14,9,13,10,11,12,14,11,12,0.1339181397863659,0.9211209533569864,5.782586398650021,10,12,0,0,0,0,0,0,5.239999999999999,7.039999999999999,0.937015873015873,0.1408,0.5425863986500212,0.34409301068170506,0.015894919658886564,0.006881860213634096,5,7.2,0.9472123015873014,0.144,5.6,45,875543259214,50,237.60383486747742,7.0,0.9406051587301586,0.14,5.6,46,479195454739,50,249.17352390289307,6.6,0.905595238095238,0.132,5.6,47,556916935260,50,307.3833360671997,7.6,0.9471825396825395,0.152,4.2,48,955749614914,50,235.9683313369751,6.8,0.944484126984127,0.136,5.2,49,475558383901,50,234.67862010002136,1264.8076462745667,307.389860868454
