,robot_speed,robot_speed_kmh,simulation_duration,generation,robot_0_start,robot_0_end,robot_1_start,robot_1_end,robot_2_start,robot_2_end,robot_3_start,robot_3_end,robot_4_start,robot_4_end,robot_5_start,robot_5_end,robot_6_start,robot_6_end,delivery_rate_comb_std,utilization_rate_comb_std,num_risks_comb_std,robot_7_start,robot_7_end,robot_8_start,robot_8_end,robot_9_start,robot_9_end,num_risks,num_delivered,utilization_rate,delivery_rate,num_risks_std,num_delivered_std,utilization_rate_std,delivery_rate_std,simulations,num_delivered_0,utilization_rate_0,delivery_rate_0,num_risks_0,unique_id_0,seed_0,requests_per_hour_0,execution_time_0,num_delivered_1,utilization_rate_1,delivery_rate_1,num_risks_1,unique_id_1,seed_1,requests_per_hour_1,execution_time_1,num_delivered_2,utilization_rate_2,delivery_rate_2,num_risks_2,unique_id_2,seed_2,requests_per_hour_2,execution_time_2,num_delivered_3,utilization_rate_3,delivery_rate_3,num_risks_3,unique_id_3,seed_3,requests_per_hour_3,execution_time_3,num_delivered_4,utilization_rate_4,delivery_rate_4,num_risks_4,unique_id_4,seed_4,requests_per_hour_4,execution_time_4,sequential_execution_time,execution_time
0,41,4.1,5,0,9,12,12,14,10,12,9,12,9,12,12,14,12,14,0.22723643907991734,0.9524120091481719,11.301488183675184,0,0,0,0,0,0,10.36,11.8,0.9644497354497353,0.236,0.9414881836751855,0.4381780460041331,0.01203772630156338,0.008763560920082653,5,12.0,0.9765277777777778,0.24,11.0,0,238657604458,50,157.73760628700256,12.4,0.9746891534391534,0.248,11.4,1,232007654419,50,160.05923676490784,11.4,0.9518849206349207,0.228,9.8,2,391329423632,50,227.9420132637024,12.0,0.947989417989418,0.24,10.8,3,383873523543,50,221.63560914993286,11.2,0.9711574074074073,0.224,8.8,4,590426276866,50,167.88041424751282,935.2548797130585,228.91050052642822
1,140,14.0,5,0,10,13,11,14,11,13,11,14,9,11,12,14,12,14,0.3516404082057734,0.9583955279125068,14.844980619863883,10,11,0,0,0,0,14.2,17.68,0.969042824074074,0.35359999999999997,0.644980619863884,0.09797958971132678,0.010647296161567274,0.001959591794226544,5,17.6,0.9484375,0.352,13.2,5,238657604458,50,182.8054587841034,17.8,0.9719675925925925,0.356,14.0,6,232007654419,50,151.20750427246094,17.8,0.9782523148148148,0.356,14.2,7,391329423632,50,141.3066701889038,17.6,0.9707291666666665,0.352,15.2,8,383873523543,50,151.94621682167053,17.6,0.9758275462962962,0.352,14.4,9,590426276866,50,140.79656839370728,768.062418460846,183.35073614120483
2,34,3.4,5,0,9,13,10,13,11,14,12,14,11,14,11,14,9,12,0.3015207843891258,0.9607497247145159,10.567921561087422,11,13,0,0,0,0,10.16,15.279999999999998,0.9689189814814816,0.3056,0.40792156108742256,0.20396078054371142,0.008169256766965682,0.004079215610874232,5,15.2,0.9549537037037037,0.304,10.2,10,238657604458,50,261.70994448661804,15.6,0.9694299768518517,0.312,10.2,11,232007654419,50,214.0493483543396,15.4,0.9795109953703705,0.308,10.6,12,391329423632,50,194.05117392539978,15.2,0.967025462962963,0.304,9.4,13,383873523543,50,223.45119738578796,15.0,0.9736747685185185,0.3,10.4,14,590426276866,50,213.4178946018219,1106.6795587539673,261.713383436203
3,79,7.9,5,0,9,10,12,14,12,14,11,13,10,11,9,11,9,10,0.2529741360134998,0.9349245836271132,10.326271666499753,12,13,10,13,0,0,8.919999999999998,12.920000000000002,0.9468734567901234,0.2584,1.4062716664997557,0.27129319932501045,0.011948873163010144,0.00542586398650022,5,13.2,0.9672479423868311,0.264,8.8,15,238657604458,50,164.8024513721466,13.0,0.9472119341563785,0.26,7.2,16,232007654419,50,210.31955361366272,13.0,0.9476388888888887,0.26,10.8,17,391329423632,50,205.01833701133728,13.0,0.9419393004115226,0.26,7.6,18,383873523543,50,209.62027072906494,12.4,0.9303292181069958,0.248,10.2,19,590426276866,50,264.84172773361206,1054.6023404598236,265.4222581386566
4,156,15.6,5,0,11,14,9,13,9,13,9,11,12,14,11,14,11,14,0.4752,0.9667375407127046,19.883700533807765,9,12,0,0,0,0,17.720000000000002,23.84,0.9722199074074075,0.4768,2.163700533807764,0.07999999999999972,0.005482366694702933,0.0016000000000000014,5,23.8,0.9689699074074074,0.476,16.0,20,238657604458,50,179.48401474952698,23.8,0.9677459490740742,0.476,16.2,21,232007654419,50,179.95364570617676,23.8,0.9716116898148148,0.476,21.6,22,391329423632,50,180.55375337600708,24.0,0.9828906249999999,0.48,18.6,23,383873523543,50,149.41982197761536,23.8,0.9698813657407408,0.476,16.2,24,590426276866,50,186.6216447353363,876.0328805446625,187.14893865585327
5,64,6.4,5,0,9,10,11,14,9,12,11,13,9,10,12,14,10,12,0.2223431457505076,0.9513771416676097,9.33698521417664,0,0,0,0,0,0,7.6800000000000015,11.400000000000002,0.9574854497354496,0.22799999999999998,1.6569852141766386,0.2828427124746193,0.006108308067839951,0.0056568542494923775,5,11.4,0.9582275132275131,0.228,7.2,25,238657604458,50,176.80584025382996,11.8,0.9563756613756613,0.236,7.4,26,232007654419,50,201.4701578617096,11.2,0.9489285714285713,0.224,9.8,27,391329423632,50,221.03602242469788,11.6,0.9559589947089947,0.232,5.0,28,383873523543,50,204.62401366233826,11.0,0.9679365079365078,0.22,9.0,29,590426276866,50,189.8812961578369,993.8173303604126,221.04091215133667
6,65,6.5,5,0,12,14,12,13,9,12,12,14,10,12,9,13,11,14,0.2704000000000001,0.9455257793483832,11.559310139695157,0,0,0,0,0,0,10.400000000000002,13.84,0.954364417989418,0.27680000000000005,1.1593101396951553,0.3199999999999996,0.008838638641034695,0.006399999999999981,5,13.6,0.9674305555555556,0.272,10.6,30,238657604458,50,181.96488761901855,14.2,0.9573313492063491,0.284,10.6,31,232007654419,50,190.684814453125,13.8,0.9419444444444444,0.276,11.0,32,391329423632,50,201.14855360984802,14.2,0.9575727513227513,0.284,8.2,33,383873523543,50,186.0779640674591,13.4,0.9475429894179893,0.268,11.6,34,590426276866,50,195.51328682899475,955.3895065784454,201.66354155540466
7,94,9.4,5,0,9,10,12,13,12,13,10,12,10,11,10,14,11,13,0.24344371222813385,0.9264297583227639,8.937423830966507,10,12,0,0,0,0,8.24,12.559999999999999,0.940394097222222,0.2512,0.6974238309665076,0.3878143885933063,0.013964338899458143,0.007756287771866133,5,12.8,0.9567013888888886,0.256,8.0,35,238657604458,50,179.59019660949707,12.6,0.9338888888888887,0.252,8.8,36,232007654419,50,233.30079793930054,12.8,0.9511284722222222,0.256,8.0,37,391329423632,50,185.26624178886414,12.8,0.943177083333333,0.256,7.2,38,383873523543,50,190.5680558681488,11.8,0.9170746527777776,0.236,9.2,39,590426276866,50,252.2651882171631,1040.9904804229736,252.27172660827637
8,108,10.8,5,0,10,11,9,12,12,13,9,12,9,12,10,11,10,14,0.4396182195399587,0.9446418588732611,18.508216007552587,10,13,9,13,10,11,17.360000000000003,22.200000000000003,0.9564944444444444,0.44400000000000006,1.1482160075525853,0.21908902300206698,0.011852585571183322,0.004381780460041332,5,22.2,0.9463472222222222,0.444,15.8,40,238657604458,50,237.31204390525818,22.0,0.9553379629629628,0.44,17.4,41,232007654419,50,210.1203896999359,22.6,0.9784629629629631,0.452,16.6,42,391329423632,50,196.90361738204956,22.2,0.9457476851851853,0.444,17.8,43,383873523543,50,237.29278826713562,22.0,0.9565763888888889,0.44,19.2,44,590426276866,50,220.86730098724365,1102.496140241623,237.74038887023926
9,153,15.3,5,0,9,10,11,14,11,14,11,14,11,14,11,12,11,14,0.3964404082057734,0.9680157869165705,16.254108003776295,11,14,0,0,0,0,15.680000000000001,19.919999999999998,0.9744120370370369,0.3984,0.5741080037762922,0.09797958971132678,0.006396250120466399,0.001959591794226544,5,20.0,0.9744328703703703,0.4,15.6,45,238657604458,50,160.03128290176392,20.0,0.9797337962962962,0.4,16.2,46,232007654419,50,149.40806698799133,20.0,0.964548611111111,0.4,15.4,47,391329423632,50,172.36652827262878,19.8,0.9708101851851852,0.396,14.8,48,383873523543,50,164.53829669952393,19.8,0.9825347222222222,0.396,16.4,49,590426276866,50,150.67537641525269,797.0195512771606,172.38780403137207
10,106,10.6,5,0,10,12,10,13,9,12,10,12,9,13,11,14,10,12,0.3989811052036034,0.9558082662541678,16.467126368465095,9,11,10,11,0,0,14.919999999999998,20.32,0.9611373456790122,0.4064,1.5471263684650969,0.37094473981982795,0.005329079424844408,0.007418894796396548,5,20.6,0.9637680041152262,0.412,14.6,50,238657604458,50,170.0891890525818,20.6,0.9619598765432098,0.412,12.6,51,232007654419,50,171.71797251701355,20.4,0.9692438271604937,0.408,17.4,52,391329423632,50,177.8567066192627,20.4,0.9563245884773662,0.408,15.4,53,383873523543,50,197.45147395133972,19.6,0.9543904320987653,0.392,14.6,54,590426276866,50,225.98002099990845,943.0953631401062,226.3740782737732
11,69,6.9,5,0,10,11,12,13,11,12,12,13,9,11,9,12,10,11,0.1968,0.9159894440094967,8.984582060213002,11,13,0,0,0,0,7.280000000000001,10.080000000000002,0.9342002314814813,0.2016,1.704582060213001,0.23999999999999963,0.01821078747198466,0.004799999999999991,5,10.2,0.9417129629629628,0.204,8.0,55,238657604458,50,189.6954791545868,10.4,0.9268865740740739,0.208,4.4,56,232007654419,50,199.86276292800903,9.8,0.9121932870370368,0.196,8.4,57,391329423632,50,233.64319896697998,10.2,0.9247800925925925,0.204,6.4,58,383873523543,50,210.73889136314392,9.8,0.9654282407407405,0.196,9.2,59,590426276866,50,183.88433718681335,1017.8246695995331,233.66517996788025
12,108,10.8,5,1,10,11,9,12,12,13,9,12,9,12,10,11,10,14,0.4396182195399587,0.9446418588732611,18.508216007552587,10,13,9,13,10,11,17.360000000000003,22.200000000000003,0.9564944444444444,0.44400000000000006,1.1482160075525853,0.21908902300206698,0.011852585571183322,0.004381780460041332,5,22.2,0.9463472222222222,0.444,15.8,40,238657604458,50,237.31204390525818,22.0,0.9553379629629628,0.44,17.4,41,232007654419,50,210.1203896999359,22.6,0.9784629629629631,0.452,16.6,42,391329423632,50,196.90361738204956,22.2,0.9457476851851853,0.444,17.8,43,383873523543,50,237.29278826713562,22.0,0.9565763888888889,0.44,19.2,44,590426276866,50,220.86730098724365,1102.496140241623,0.0014233589172363281
13,156,15.6,5,1,11,14,9,13,9,13,9,11,12,14,11,14,11,14,0.4752,0.9667375407127046,19.883700533807765,9,12,0,0,0,0,17.720000000000002,23.84,0.9722199074074075,0.4768,2.163700533807764,0.07999999999999972,0.005482366694702933,0.0016000000000000014,5,23.8,0.9689699074074074,0.476,16.0,20,238657604458,50,179.48401474952698,23.8,0.9677459490740742,0.476,16.2,21,232007654419,50,179.95364570617676,23.8,0.9716116898148148,0.476,21.6,22,391329423632,50,180.55375337600708,24.0,0.9828906249999999,0.48,18.6,23,383873523543,50,149.41982197761536,23.8,0.9698813657407408,0.476,16.2,24,590426276866,50,186.6216447353363,876.0328805446625,0.0012273788452148438
14,156,15.6,5,1,11,13,9,13,9,12,9,10,12,14,11,14,11,14,0.41380667409058086,0.9669499654977803,17.664127654157053,9,12,0,0,0,0,16.16,20.839999999999996,0.9724693287037038,0.4168,1.5041276541570532,0.14966629547095714,0.005519363205923553,0.002993325909419156,5,21.0,0.9787934027777778,0.42,17.0,60,238657604458,50,159.2136788368225,21.0,0.9772309027777777,0.42,14.0,61,232007654419,50,170.76103568077087,20.8,0.9655410879629629,0.416,17.0,62,391329423632,50,207.02642273902893,20.8,0.9744531249999999,0.416,14.8,63,383873523543,50,196.27185153961182,20.6,0.966328125,0.412,18.0,64,590426276866,50,212.14305639266968,945.4160451889038,212.5718126296997
