,robot_speed,robot_speed_kmh,simulation_duration,generation,robot_0_start,robot_0_end,robot_1_start,robot_1_end,robot_2_start,robot_2_end,robot_3_start,robot_3_end,robot_4_start,robot_4_end,robot_5_start,robot_5_end,delivery_rate_comb_std,utilization_rate_comb_std,num_risks_comb_std,robot_6_start,robot_6_end,robot_7_start,robot_7_end,robot_8_start,robot_8_end,robot_9_start,robot_9_end,num_risks,num_delivered,utilization_rate,delivery_rate,num_risks_std,num_delivered_std,utilization_rate_std,delivery_rate_std,simulations,num_delivered_0,utilization_rate_0,delivery_rate_0,num_risks_0,unique_id_0,seed_0,requests_per_hour_0,execution_time_0,num_delivered_1,utilization_rate_1,delivery_rate_1,num_risks_1,unique_id_1,seed_1,requests_per_hour_1,execution_time_1,num_delivered_2,utilization_rate_2,delivery_rate_2,num_risks_2,unique_id_2,seed_2,requests_per_hour_2,execution_time_2,num_delivered_3,utilization_rate_3,delivery_rate_3,num_risks_3,unique_id_3,seed_3,requests_per_hour_3,execution_time_3,num_delivered_4,utilization_rate_4,delivery_rate_4,num_risks_4,unique_id_4,seed_4,requests_per_hour_4,execution_time_4,num_delivered_5,utilization_rate_5,delivery_rate_5,num_risks_5,unique_id_5,seed_5,requests_per_hour_5,execution_time_5,num_delivered_6,utilization_rate_6,delivery_rate_6,num_risks_6,unique_id_6,seed_6,requests_per_hour_6,execution_time_6,num_delivered_7,utilization_rate_7,delivery_rate_7,num_risks_7,unique_id_7,seed_7,requests_per_hour_7,execution_time_7,num_delivered_8,utilization_rate_8,delivery_rate_8,num_risks_8,unique_id_8,seed_8,requests_per_hour_8,execution_time_8,num_delivered_9,utilization_rate_9,delivery_rate_9,num_risks_9,unique_id_9,seed_9,requests_per_hour_9,execution_time_9,sequential_execution_time,execution_time
0,42,4.2,5,0,11,12,11,14,12,13,12,13,9,11,9,11,0.13040000000000002,0.9196869672949972,7.849193431800671,0,0,0,0,0,0,0,0,5.0600000000000005,7.0600000000000005,0.9517608024691355,0.1412,0.9297311439335568,0.18000000000000016,0.010691278391379419,0.0035999999999999904,10,7.2,0.9452469135802467,0.144,5.0,0,351760113850,50,236.5576367378235,6.8,0.9473225308641973,0.136,3.6,1,800139113292,50,244.8807978630066,6.8,0.9420833333333332,0.136,3.6,2,174096585781,50,257.36116194725037,7.2,0.9433256172839505,0.144,6.4,3,865262255400,50,229.20635056495667,6.8,0.9372299382716047,0.136,5.4,4,512313529334,50,244.8927502632141,7.2,0.9759567901234568,0.144,5.0,5,763779728075,50,191.87981247901917,7.2,0.9564043209876539,0.144,5.2,6,863335377906,50,233.58993363380432,7.0,0.9600617283950617,0.14,6.6,7,266603316936,50,233.71667170524597,7.2,0.9529629629629629,0.144,4.8,8,724596727429,50,242.94189524650574,7.2,0.9570138888888887,0.144,5.0,9,726554289143,50,219.35300254821777,2334.380012989044,258.23265171051025
1,85,8.5,5,0,10,13,10,13,10,11,11,12,9,11,11,13,0.2879999999999999,0.9185292245861006,13.888790341237616,10,11,10,13,10,11,0,0,9.879999999999999,15.12,0.9526687242798353,0.30239999999999995,1.3362634470792054,0.23999999999999969,0.011379833231244892,0.004800000000000004,10,14.8,0.9423405349794238,0.296,12.4,10,351760113850,50,314.28709602355957,14.8,0.9408281893004113,0.296,9.4,11,800139113292,50,320.71117663383484,15.2,0.9381995884773663,0.304,9.4,12,174096585781,50,321.52721667289734,15.2,0.9661522633744855,0.304,10.0,13,865262255400,50,259.7068221569061,15.0,0.9510236625514401,0.3,10.6,14,512313529334,50,303.3980851173401,15.0,0.9587654320987653,0.3,11.6,15,763779728075,50,280.57050037384033,15.4,0.9662808641975307,0.308,8.2,16,863335377906,50,259.61894249916077,15.0,0.9503806584362139,0.3,10.4,17,266603316936,50,288.4459602832794,15.6,0.9704886831275719,0.312,8.6,18,724596727429,50,234.00851845741272,15.2,0.9422273662551438,0.304,8.2,19,726554289143,50,307.76467847824097,2890.038996696472,321.5376343727112
2,153,15.3,5,0,11,14,10,14,9,13,12,14,11,12,11,12,0.2852668737080009,0.9418963101715092,15.230309960097674,0,0,0,0,0,0,0,0,11.52,14.8,0.9656242283950618,0.29599999999999993,1.2367699866992248,0.17888543819998334,0.007909306074517515,0.0035777087639996667,10,15.0,0.9722260802469135,0.3,11.2,20,351760113850,50,159.67366695404053,14.6,0.9575848765432098,0.292,13.4,21,800139113292,50,199.30001640319824,14.6,0.9458912037037036,0.292,11.0,22,174096585781,50,216.00986218452454,14.8,0.9685725308641975,0.296,12.4,23,865262255400,50,179.72469186782837,14.6,0.9655439814814814,0.292,11.8,24,512313529334,50,189.6458296775818,14.6,0.9647145061728394,0.292,9.0,25,763779728075,50,202.0564365386963,15.0,0.9671720679012346,0.3,10.0,26,863335377906,50,173.58724904060364,14.8,0.9738233024691358,0.296,12.8,27,266603316936,50,167.28825783729553,15.0,0.9689390432098764,0.3,11.6,28,724596727429,50,169.91183590888977,15.0,0.9717746913580246,0.3,12.0,29,726554289143,50,169.38726711273193,1826.5851135253906,216.04170560836792
3,81,8.1,5,0,9,11,12,14,12,14,12,14,12,14,10,11,0.251827700388912,0.9318893672587798,13.524613111026353,12,14,12,14,0,0,0,0,8.84,13.059999999999999,0.9518246527777776,0.2612,1.561537703675451,0.1562049935181329,0.006645095172999261,0.0031240998703626647,10,13.0,0.9550694444444443,0.26,11.4,30,351760113850,50,269.3443446159363,13.0,0.9606076388888889,0.26,8.6,31,800139113292,50,262.71611428260803,13.0,0.9430729166666665,0.26,7.8,32,174096585781,50,300.51069831848145,13.0,0.9465972222222221,0.26,9.2,33,865262255400,50,287.5213544368744,13.0,0.9477777777777776,0.26,8.0,34,512313529334,50,287.1627082824707,12.8,0.9498090277777775,0.256,10.6,35,763779728075,50,286.58508253097534,13.0,0.9440104166666665,0.26,10.2,36,863335377906,50,300.82065868377686,13.2,0.9577604166666667,0.264,8.8,37,266603316936,50,271.08785343170166,13.2,0.9502777777777776,0.264,8.2,38,724596727429,50,272.26392006874084,13.4,0.9632638888888887,0.268,5.6,39,726554289143,50,245.62440395355225,2783.637138605118,300.837379693985
4,139,13.9,5,0,12,14,12,14,9,13,9,11,11,13,12,14,0.381266873708001,0.9497821558272952,22.127195685176236,11,14,11,14,0,0,0,0,16.119999999999997,19.6,0.9689146412037036,0.392,2.0023985617254128,0.17888543819998373,0.00637749512546946,0.0035777087639996667,10,19.6,0.9684837962962962,0.392,15.8,40,351760113850,50,229.51438236236572,19.4,0.961171875,0.388,17.0,41,800139113292,50,245.85903143882751,19.6,0.973695023148148,0.392,19.8,42,174096585781,50,210.46414971351624,19.6,0.967265625,0.392,14.4,43,865262255400,50,230.46189141273499,19.8,0.9726302083333332,0.396,17.8,44,512313529334,50,202.29301190376282,19.8,0.980112847222222,0.396,17.6,45,763779728075,50,189.73103523254395,19.6,0.9635040509259257,0.392,14.6,46,863335377906,50,234.479430437088,19.6,0.9719675925925926,0.392,16.0,47,266603316936,50,224.08888602256775,19.8,0.9727401620370371,0.396,12.2,48,724596727429,50,215.18619465827942,19.2,0.9575752314814814,0.384,16.0,49,726554289143,50,272.637083530426,2254.7150967121124,272.67879033088684
5,165,16.5,5,0,10,12,12,14,9,13,10,14,10,13,12,14,0.33120000000000005,0.9484706855745535,19.608718455414028,0,0,0,0,0,0,0,0,13.64,16.979999999999997,0.9689297839506172,0.3396,1.9895728184713426,0.13999999999999949,0.006819699458687921,0.002799999999999994,10,17.0,0.9582638888888887,0.34,12.6,50,351760113850,50,209.68973469734192,17.0,0.9699112654320988,0.34,17.6,51,800139113292,50,177.2806007862091,16.6,0.9599807098765432,0.332,15.8,52,174096585781,50,214.37433624267578,17.0,0.9688271604938271,0.34,14.0,53,865262255400,50,187.62381267547607,17.0,0.9764081790123456,0.34,14.2,54,512313529334,50,171.55029463768005,17.0,0.969375,0.34,10.2,55,763779728075,50,186.2322449684143,17.0,0.9666628086419754,0.34,12.6,56,863335377906,50,180.30664372444153,17.0,0.979440586419753,0.34,14.4,57,266603316936,50,163.01640248298645,17.2,0.9771141975308643,0.344,11.6,58,724596727429,50,166.1344337463379,17.0,0.9633140432098766,0.34,13.4,59,726554289143,50,195.6454577445984,1851.8539617061615,214.3878951072693
6,193,19.3,5,0,9,12,9,12,9,10,9,12,11,14,11,14,0.4544401005031471,0.9381517551639917,18.900352090850713,12,14,10,13,12,14,0,0,16.060000000000002,23.12,0.945736111111111,0.46240000000000003,0.94678403028357,0.13266499161421552,0.002528118649039749,0.002653299832284322,10,23.2,0.9478858024691357,0.464,16.8,60,351760113850,50,314.11670327186584,23.0,0.9434927983539093,0.46,15.2,61,800139113292,50,336.3404130935669,23.2,0.9435082304526747,0.464,16.0,62,174096585781,50,323.87602829933167,23.0,0.9465740740740741,0.46,17.2,63,865262255400,50,317.6133511066437,23.2,0.9459876543209877,0.464,15.6,64,512313529334,50,316.7058367729187,23.0,0.9468004115226337,0.46,15.8,65,763779728075,50,318.3220534324646,23.0,0.9468930041152261,0.46,17.6,66,863335377906,50,324.5484228134155,23.0,0.9401851851851851,0.46,14.8,67,266603316936,50,336.6993234157562,23.2,0.9495730452674898,0.464,16.8,68,724596727429,50,309.00057888031006,23.4,0.9464609053497942,0.468,14.8,69,726554289143,50,311.68740367889404,3208.9101147651672,336.7189552783966
7,85,8.5,5,0,11,13,11,14,10,13,12,14,9,12,10,12,0.3471162509150805,0.9555732952083402,17.635260695064552,9,11,11,14,0,0,0,0,13.079999999999998,17.740000000000002,0.9699230324074074,0.35479999999999995,1.5184202316881847,0.1280624847486565,0.004783245733022406,0.002561249694973142,10,17.8,0.9681249999999999,0.356,15.2,70,351760113850,50,274.3296720981598,18.0,0.9744039351851852,0.36,12.4,71,800139113292,50,238.78266406059265,17.6,0.969837962962963,0.352,13.8,72,174096585781,50,260.90347146987915,17.8,0.9644733796296296,0.356,10.6,73,865262255400,50,277.1999704837799,17.8,0.9784027777777778,0.356,15.8,74,512313529334,50,245.0286123752594,17.6,0.9710127314814815,0.352,13.8,75,763779728075,50,257.27473187446594,17.8,0.9751967592592592,0.356,12.6,76,863335377906,50,245.80592489242554,17.6,0.9649594907407406,0.352,12.6,77,266603316936,50,279.493350982666,17.8,0.9628356481481481,0.356,12.6,78,724596727429,50,287.99474596977234,17.6,0.9699826388888887,0.352,11.4,79,726554289143,50,269.2931845188141,2636.106328725815,288.0365424156189
8,147,14.7,5,0,12,13,10,14,10,13,12,14,10,11,9,10,0.22800000000000006,0.9392131239594658,11.889043743820396,0,0,0,0,0,0,0,0,8.700000000000001,11.88,0.9695833333333332,0.23760000000000003,1.063014581273465,0.16000000000000006,0.010123403124622503,0.003199999999999993,10,12.0,0.9656288580246911,0.24,8.6,80,351760113850,50,193.28800702095032,11.6,0.9537345679012345,0.232,10.8,81,800139113292,50,229.13970470428467,11.6,0.9506520061728394,0.232,9.4,82,174096585781,50,221.23321986198425,12.0,0.9856172839506172,0.24,9.6,83,865262255400,50,149.9791979789734,12.0,0.978094135802469,0.24,6.8,84,512313529334,50,166.2334644794464,11.8,0.9705285493827157,0.236,8.6,85,763779728075,50,187.66943168640137,12.0,0.97170524691358,0.24,8.8,86,863335377906,50,186.86341428756714,11.8,0.9694560185185184,0.236,8.8,87,266603316936,50,181.25027704238892,12.0,0.9743711419753085,0.24,8.2,88,724596727429,50,174.92818236351013,12.0,0.9760455246913579,0.24,7.4,89,726554289143,50,175.28388905525208,1865.8687884807587,229.66995453834534
9,184,18.4,5,0,10,14,12,13,9,13,11,14,10,12,0,0,0.2760000000000001,0.9345371883858671,16.91616891159234,0,0,0,0,0,0,0,0,11.28,14.040000000000001,0.959773148148148,0.2808,1.8787229705307804,0.07999999999999971,0.008411986587426949,0.0015999999999999793,10,14.0,0.9528009259259258,0.28,10.8,90,351760113850,50,199.62685465812683,14.0,0.968773148148148,0.28,13.6,91,800139113292,50,164.38532900810242,14.2,0.962773148148148,0.284,9.0,92,174096585781,50,174.96459102630615,14.0,0.9523564814814813,0.28,11.0,93,865262255400,50,195.157320022583,14.0,0.9626064814814812,0.28,12.4,94,512313529334,50,187.43273448944092,14.0,0.9721620370370371,0.28,13.2,95,763779728075,50,174.74765276908875,14.0,0.9521944444444443,0.28,8.8,96,863335377906,50,197.15457224845886,14.0,0.9630138888888888,0.28,14.2,97,266603316936,50,172.41213846206665,14.2,0.9666712962962961,0.284,10.6,98,724596727429,50,166.77324843406677,14.0,0.9443796296296295,0.28,9.2,99,726554289143,50,209.29566264152527,1841.9501037597656,209.31816506385803
