,robot_speed,robot_speed_kmh,simulation_duration,generation,robot_0_start,robot_0_end,robot_1_start,robot_1_end,robot_2_start,robot_2_end,robot_3_start,robot_3_end,robot_4_start,robot_4_end,robot_5_start,robot_5_end,robot_6_start,robot_6_end,robot_7_start,robot_7_end,robot_8_start,robot_8_end,robot_9_start,robot_9_end,num_risks,num_delivered,utilization_rate,delivery_rate,num_risks_std,num_delivered_std,utilization_rate_std,delivery_rate_std,simulations,num_delivered_0,utilization_rate_0,delivery_rate_0,num_risks_0,unique_id_0,seed_0,requests_per_hour_0,execution_time_0,num_delivered_1,utilization_rate_1,delivery_rate_1,num_risks_1,unique_id_1,seed_1,requests_per_hour_1,execution_time_1,num_delivered_2,utilization_rate_2,delivery_rate_2,num_risks_2,unique_id_2,seed_2,requests_per_hour_2,execution_time_2,num_delivered_3,utilization_rate_3,delivery_rate_3,num_risks_3,unique_id_3,seed_3,requests_per_hour_3,execution_time_3,num_delivered_4,utilization_rate_4,delivery_rate_4,num_risks_4,unique_id_4,seed_4,requests_per_hour_4,execution_time_4,sequential_execution_time,execution_time
0,81,8.1,5,0,11,12,9,10,10,13,10,14,10,12,0,0,0,0,0,0,0,0,0,0,7.0,9.44,0.9438388888888888,0.0944,1.1099549540409288,0.19595917942265464,0.009403095030846007,0.0019595917942265445,5,9.2,0.9357175925925926,0.092,7.6,0,119586514258,100,248.61478900909424,9.8,0.9513287037037035,0.098,7.4,1,922485741825,100,214.97975778579712,9.4,0.9576666666666664,0.094,7.4,2,886535215268,100,210.41928386688232,9.4,0.9326712962962962,0.094,4.8,3,312248258909,100,252.23179864883423,9.4,0.941810185185185,0.094,7.8,4,897057706678,100,209.20412063598633,1135.4497499465942,0.0011987686157226562
1,107,10.7,5,0,12,14,9,10,9,12,9,10,12,13,12,14,11,14,10,13,0,0,0,0,10.36,14.8,0.9527939814814814,0.148,0.9911609354691093,0.12649110640673528,0.008215214183718036,0.0012649110640673528,5,14.8,0.9658738425925926,0.148,11.6,5,119586514258,100,242.18380117416382,14.8,0.9522453703703704,0.148,9.8,6,922485741825,100,272.6501786708832,15.0,0.9507581018518517,0.15,9.0,7,886535215268,100,272.75878167152405,14.8,0.9548553240740739,0.148,10.0,8,312248258909,100,266.78266191482544,14.6,0.9402372685185185,0.146,11.4,9,897057706678,100,281.6139328479767,1335.9893562793732,0.0009341239929199219
2,15,1.5,5,0,12,14,12,13,12,14,11,14,12,14,11,12,9,13,0,0,0,0,0,0,4.5200000000000005,6.6,0.9411375661375659,0.066,0.44899888641287294,0.25298221281347016,0.013885695022038572,0.0025298221281347057,5,6.8,0.9256117724867723,0.068,4.2,10,119586514258,100,293.7008149623871,6.8,0.9333928571428568,0.068,5.0,11,922485741825,100,314.3278157711029,6.2,0.9504662698412697,0.062,4.8,12,886535215268,100,282.4106295108795,6.8,0.9326355820105819,0.068,3.8,13,312248258909,100,343.2931640148163,6.4,0.9635813492063491,0.064,4.8,14,897057706678,100,228.64529514312744,1462.3777194023132,0.0008649826049804688
3,26,2.6,5,0,11,14,9,10,9,11,12,14,9,10,10,13,9,11,0,0,0,0,0,0,5.5600000000000005,8.16,0.9423505291005292,0.0816,0.8428523002282189,0.38781438859330647,0.015658216827155288,0.0038781438859330636,5,8.4,0.9409391534391534,0.084,4.4,15,119586514258,100,329.025767326355,8.6,0.9636904761904762,0.086,5.2,16,922485741825,100,236.87774348258972,7.8,0.9323743386243386,0.078,6.2,17,886535215268,100,329.2644581794739,8.4,0.9549735449735449,0.084,5.2,18,312248258909,100,284.1628522872925,7.6,0.9197751322751323,0.076,6.8,19,897057706678,100,397.43955850601196,1576.770379781723,0.0008666515350341797
4,48,4.8,5,0,9,10,12,14,9,11,9,10,11,14,12,14,12,14,12,14,12,14,0,0,9.68,12.680000000000001,0.9481008230452674,0.1268,0.664529909033446,0.4489988864128735,0.010294423652787543,0.004489988864128733,5,12.2,0.93488683127572,0.122,10.0,20,119586514258,100,384.5017902851105,13.4,0.9577777777777777,0.134,9.4,21,922485741825,100,290.64777851104736,12.8,0.9553960905349794,0.128,10.6,22,886535215268,100,280.1903088092804,12.8,0.9562551440329218,0.128,9.8,23,312248258909,100,299.77976179122925,12.2,0.9361882716049382,0.122,8.6,24,897057706678,100,369.2752091884613,1624.3948485851288,0.0008485317230224609
5,143,14.3,5,0,11,13,10,11,11,14,10,13,12,14,11,12,0,0,0,0,0,0,0,0,9.360000000000001,11.68,0.9697361111111109,0.11679999999999999,0.9499473669630333,0.23999999999999996,0.012711159800968258,0.002399999999999996,5,11.4,0.9505015432098762,0.114,10.0,25,119586514258,100,206.65882229804993,11.8,0.9613348765432096,0.118,9.4,26,922485741825,100,172.41637301445007,12.0,0.9837114197530864,0.12,7.8,27,886535215268,100,112.67198824882507,11.8,0.9828395061728393,0.118,9.0,28,312248258909,100,126.5622878074646,11.4,0.970293209876543,0.114,10.6,29,897057706678,100,181.0252764225006,799.3347477912903,0.0008223056793212891
6,29,2.9,5,0,10,13,12,14,10,12,9,10,10,11,12,13,11,14,9,12,0,0,0,0,6.480000000000001,9.84,0.9478530092592592,0.0984,0.881816307401944,0.1496662954709577,0.008850795927015029,0.001496662954709578,5,10.0,0.9365219907407407,0.1,7.2,30,119586514258,100,307.77007579803467,10.0,0.9584490740740739,0.1,7.2,31,922485741825,100,291.3129332065582,9.8,0.9519502314814814,0.098,5.4,32,886535215268,100,303.07002210617065,9.6,0.9381539351851851,0.096,5.4,33,312248258909,100,350.184180021286,9.8,0.9541898148148147,0.098,7.2,34,897057706678,100,302.78055572509766,1555.1177668571472,0.0012083053588867188
7,171,17.1,5,0,10,11,10,12,10,12,10,13,11,14,12,14,9,10,12,13,0,0,0,0,11.52,15.0,0.954611111111111,0.15,1.4891608375189032,0.0,0.005268064638637749,0.0,5,15.0,0.9559780092592591,0.15,10.8,35,119586514258,100,248.6660041809082,15.0,0.9597685185185184,0.15,11.4,36,922485741825,100,222.52172780036926,15.0,0.9479745370370369,0.15,13.4,37,886535215268,100,244.09064269065857,15.0,0.948912037037037,0.15,9.2,38,312248258909,100,235.58406829833984,15.0,0.9604224537037036,0.15,12.8,39,897057706678,100,223.8052043914795,1174.6676473617554,0.0008254051208496094
8,162,16.2,5,0,12,14,12,13,10,14,10,12,11,14,0,0,0,0,0,0,0,0,0,0,9.2,11.959999999999999,0.9700379629629629,0.1196,0.758946638440411,0.07999999999999971,0.006665940289646361,0.0008000000000000007,5,11.8,0.9663611111111109,0.118,10.0,40,119586514258,100,166.15904116630554,12.0,0.9612314814814814,0.12,8.8,41,922485741825,100,136.90829706192017,12.0,0.9679953703703704,0.12,10.0,42,886535215268,100,126.79576539993286,12.0,0.9740277777777777,0.12,9.2,43,312248258909,100,120.18568992614746,12.0,0.980574074074074,0.12,8.0,44,897057706678,100,101.7109911441803,651.7597846984863,0.0008180141448974609
9,62,6.2,5,0,11,12,12,13,12,14,12,14,10,11,11,14,10,13,12,14,0,0,0,0,8.72,12.28,0.9553368055555553,0.12279999999999999,1.1634431657799191,0.16000000000000025,0.011246431594750287,0.0016000000000000014,5,12.0,0.9383275462962962,0.12,7.2,45,119586514258,100,284.4576201438904,12.4,0.9545543981481479,0.124,10.4,46,922485741825,100,228.078955411911,12.4,0.9609953703703702,0.124,8.6,47,886535215268,100,225.66575241088867,12.2,0.9505208333333333,0.122,7.8,48,312248258909,100,269.2951982021332,12.4,0.9722858796296295,0.124,9.6,49,897057706678,100,221.28821635246277,1228.785742521286,0.0008182525634765625
