,robot_speed,robot_speed_kmh,simulation_duration,generation,robot_0_start,robot_0_end,robot_1_start,robot_1_end,robot_2_start,robot_2_end,robot_3_start,robot_3_end,robot_4_start,robot_4_end,robot_5_start,robot_5_end,robot_6_start,robot_6_end,robot_7_start,robot_7_end,robot_8_start,robot_8_end,robot_9_start,robot_9_end,num_risks,num_delivered,utilization_rate,delivery_rate,num_risks_std,num_delivered_std,utilization_rate_std,delivery_rate_std,simulations,num_delivered_0,utilization_rate_0,delivery_rate_0,num_risks_0,unique_id_0,seed_0,requests_per_hour_0,execution_time_0,num_delivered_1,utilization_rate_1,delivery_rate_1,num_risks_1,unique_id_1,seed_1,requests_per_hour_1,execution_time_1,num_delivered_2,utilization_rate_2,delivery_rate_2,num_risks_2,unique_id_2,seed_2,requests_per_hour_2,execution_time_2,num_delivered_3,utilization_rate_3,delivery_rate_3,num_risks_3,unique_id_3,seed_3,requests_per_hour_3,execution_time_3,num_delivered_4,utilization_rate_4,delivery_rate_4,num_risks_4,unique_id_4,seed_4,requests_per_hour_4,execution_time_4,sequential_execution_time,execution_time
0,138,13.8,5,0,10,13,10,11,10,14,11,12,11,14,10,12,11,12,10,14,12,13,9,12,16.92,22.6,0.9655208333333333,0.45200000000000007,1.0777754868245986,0.17888543819998412,0.00824105986689615,0.0035777087639996667,5,22.8,0.9755833333333331,0.456,15.4,0,723250765647,50,113.06992673873901,22.6,0.9686203703703704,0.452,17.2,1,650622613154,50,134.03215622901917,22.4,0.9617499999999998,0.448,17.2,2,563896207767,50,135.4240596294403,22.4,0.9515949074074074,0.448,18.6,3,873139821830,50,146.98564982414246,22.8,0.9700555555555554,0.456,16.2,4,208871874974,50,116.17972755432129,645.6915199756622,0.001188039779663086
1,64,6.4,5,0,9,10,10,11,12,14,12,14,12,14,9,10,9,11,0,0,0,0,0,0,6.68,8.879999999999999,0.9414682539682537,0.17759999999999998,0.8158431221748454,0.16000000000000006,0.016584325129774685,0.0032000000000000028,5,8.8,0.9290476190476189,0.176,5.6,5,723250765647,50,158.01711225509644,9.0,0.9453373015873013,0.18,7.6,6,650622613154,50,128.9635317325592,9.0,0.9223611111111111,0.18,6.0,7,563896207767,50,160.64841198921204,9.0,0.9704365079365077,0.18,7.6,8,873139821830,50,120.7744653224945,8.6,0.9401587301587301,0.172,6.6,9,208871874974,50,138.11437916755676,706.517900466919,0.0008902549743652344
2,163,16.3,5,0,9,12,11,12,10,11,12,14,12,13,9,13,0,0,0,0,0,0,0,0,9.919999999999998,11.919999999999998,0.9623124999999998,0.2384,1.1565465835840774,0.09797958971132678,0.007770603671931198,0.001959591794226544,5,12.0,0.9642245370370369,0.24,10.2,10,723250765647,50,84.87728476524353,12.0,0.9634182098765431,0.24,8.2,11,650622613154,50,96.40332913398743,12.0,0.9648804012345678,0.24,9.6,12,563896207767,50,87.15237259864807,11.8,0.9712422839506171,0.236,11.8,13,873139821830,50,91.23107552528381,11.8,0.9477970679012344,0.236,9.8,14,208871874974,50,101.13967990875244,460.8037419319153,0.0008397102355957031
3,15,1.5,5,0,10,11,9,11,11,14,11,14,9,12,9,12,10,13,12,14,10,14,12,14,7.88,12.32,0.9556212962962963,0.2464,1.0007996802557446,0.48332183894378294,0.004482847348864717,0.009666436778875657,5,12.0,0.9514120370370371,0.24,6.6,15,723250765647,50,249.73446917533875,13.0,0.9491412037037037,0.26,8.0,16,650622613154,50,230.97638368606567,12.6,0.9605023148148149,0.252,8.4,17,563896207767,50,218.99371886253357,11.6,0.9587222222222221,0.232,7.0,18,873139821830,50,238.0172894001007,12.4,0.9583287037037037,0.248,9.4,19,208871874974,50,235.04269576072693,1172.7645568847656,0.0008475780487060547
4,149,14.9,5,0,9,10,11,12,10,11,10,13,12,14,12,14,10,14,11,13,0,0,0,0,11.08,15.76,0.960140046296296,0.31520000000000004,1.6809521111560553,0.233238075793812,0.008677002860956573,0.004664761515876244,5,16.0,0.9733680555555554,0.32,10.4,20,723250765647,50,107.1156358718872,15.8,0.9608796296296296,0.316,11.4,21,650622613154,50,128.62346816062927,16.0,0.9610590277777775,0.32,9.8,22,563896207767,50,122.63128161430359,15.4,0.9593778935185183,0.308,14.2,23,873139821830,50,130.4946324825287,15.6,0.9460156249999998,0.312,9.6,24,208871874974,50,144.0055639743805,632.8705821037292,0.0008423328399658203
5,42,4.2,5,0,11,14,9,12,11,13,11,12,12,13,11,12,12,14,9,11,12,14,9,10,8.879999999999999,13.48,0.9637175925925925,0.2696,0.348711915483254,0.2993325909419155,0.006965902034357361,0.005986651818838312,5,13.2,0.9713194444444444,0.264,9.0,25,723250765647,50,161.3364245891571,13.6,0.9529120370370368,0.272,8.6,26,650622613154,50,179.39810013771057,14.0,0.9713055555555554,0.28,9.0,27,563896207767,50,146.14656329154968,13.2,0.9608611111111112,0.264,9.4,28,873139821830,50,162.51978969573975,13.4,0.9621898148148148,0.268,8.4,29,208871874974,50,169.17852449417114,818.5794022083282,0.0008482933044433594
6,75,7.5,5,0,10,11,9,10,9,12,11,12,9,10,10,12,12,14,11,12,10,12,0,0,8.6,11.84,0.9334557613168724,0.23679999999999998,1.4085453489327209,0.23323807579381187,0.007522172934576445,0.004664761515876234,5,11.8,0.9392026748971192,0.236,8.8,30,723250765647,50,168.98574566841125,12.0,0.9403549382716049,0.24,7.4,31,650622613154,50,155.70220041275024,12.0,0.9192746913580245,0.24,6.8,32,563896207767,50,182.45110774040222,11.4,0.9341563786008229,0.228,10.8,33,873139821830,50,178.60162329673767,12.0,0.93429012345679,0.24,9.2,34,208871874974,50,162.95474243164062,848.695419549942,0.0008382797241210938
7,21,2.1,5,0,10,11,10,13,11,14,12,14,11,13,10,11,11,12,11,13,0,0,0,0,6.2,8.120000000000001,0.9392395833333331,0.16240000000000002,0.7042726744663604,0.24000000000000024,0.00894925834125594,0.004800000000000005,5,8.0,0.9487210648148147,0.16,6.2,35,723250765647,50,175.87489342689514,8.4,0.9500520833333332,0.168,6.4,36,650622613154,50,178.91410446166992,7.8,0.9385995370370368,0.156,5.0,37,563896207767,50,176.38785457611084,8.0,0.9296238425925925,0.16,6.2,38,873139821830,50,189.17160367965698,8.4,0.9292013888888888,0.168,7.2,39,208871874974,50,187.02679634094238,907.3752524852753,0.001003265380859375
8,40,4.0,5,0,9,10,10,11,9,11,10,14,9,12,11,12,11,14,11,12,0,0,0,0,8.28,11.08,0.9386290509259257,0.22160000000000002,0.7959899496852959,0.37094473981982806,0.01956876159433351,0.00741889479639657,5,11.4,0.9600376157407406,0.228,7.2,40,723250765647,50,148.13707160949707,11.2,0.9260214120370369,0.224,7.8,41,650622613154,50,190.80811047554016,11.4,0.9646527777777777,0.228,9.6,42,563896207767,50,138.06789827346802,10.4,0.9238425925925924,0.208,8.4,43,873139821830,50,185.6109094619751,11.0,0.9185908564814815,0.22,8.4,44,208871874974,50,198.01262497901917,860.6366147994995,0.0008494853973388672
9,37,3.7,5,0,12,13,9,11,9,11,11,12,11,12,12,14,9,10,0,0,0,0,0,0,5.28,6.76,0.9568333333333332,0.13520000000000001,0.8447484832777148,0.3666060555964672,0.013699982896635399,0.007332121111929338,5,7.2,0.9800992063492061,0.144,4.4,45,723250765647,50,106.18244767189026,6.6,0.9636309523809522,0.132,5.2,46,650622613154,50,125.71227383613586,7.2,0.9412301587301586,0.144,4.4,47,563896207767,50,140.69230842590332,6.4,0.9508134920634917,0.128,6.6,48,873139821830,50,141.03256797790527,6.4,0.9483928571428569,0.128,5.8,49,208871874974,50,147.5022053718567,661.1218032836914,0.0008301734924316406
